"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
288,53,"COL","Colombia",6,"Boyacá",288,"Sativanorte","Municipio","Municipality",NA,NA
289,53,"COL","Colombia",6,"Boyacá",289,"Sativasur","Municipio","Municipality",NA,NA
290,53,"COL","Colombia",6,"Boyacá",290,"Siachoque","Municipio","Municipality",NA,NA
291,53,"COL","Colombia",6,"Boyacá",291,"Soatá","Municipio","Municipality",NA,NA
292,53,"COL","Colombia",6,"Boyacá",292,"Socha","Municipio","Municipality",NA,NA
293,53,"COL","Colombia",6,"Boyacá",293,"Socotá","Municipio","Municipality",NA,NA
294,53,"COL","Colombia",6,"Boyacá",294,"Sogamoso","Municipio","Municipality",NA,NA
295,53,"COL","Colombia",6,"Boyacá",295,"Somondoco","Municipio","Municipality",NA,NA
296,53,"COL","Colombia",6,"Boyacá",296,"Soracá","Municipio","Municipality",NA,NA
297,53,"COL","Colombia",6,"Boyacá",297,"Sora","Municipio","Municipality",NA,NA
298,53,"COL","Colombia",6,"Boyacá",298,"Sotaquirá","Municipio","Municipality",NA,NA
299,53,"COL","Colombia",6,"Boyacá",299,"Susacón","Municipio","Municipality",NA,NA
300,53,"COL","Colombia",6,"Boyacá",300,"Sutamarchán","Municipio","Municipality",NA,NA
301,53,"COL","Colombia",6,"Boyacá",301,"Sutatenza","Municipio","Municipality",NA,NA
302,53,"COL","Colombia",6,"Boyacá",302,"Tasco","Municipio","Municipality",NA,NA
303,53,"COL","Colombia",6,"Boyacá",303,"Tenza","Municipio","Municipality",NA,NA
304,53,"COL","Colombia",6,"Boyacá",304,"Tibaná","Municipio","Municipality",NA,NA
305,53,"COL","Colombia",6,"Boyacá",305,"Tibasosa","Municipio","Municipality",NA,"Tibabosa"
306,53,"COL","Colombia",6,"Boyacá",306,"Tinjacá","Municipio","Municipality",NA,NA
307,53,"COL","Colombia",6,"Boyacá",307,"Tipacoque","Municipio","Municipality",NA,NA
308,53,"COL","Colombia",6,"Boyacá",308,"Toca","Municipio","Municipality",NA,NA
309,53,"COL","Colombia",6,"Boyacá",309,"Toguí","Municipio","Municipality",NA,NA
310,53,"COL","Colombia",6,"Boyacá",310,"Topagá","Municipio","Municipality",NA,NA
311,53,"COL","Colombia",6,"Boyacá",311,"Tota","Municipio","Municipality",NA,NA
312,53,"COL","Colombia",6,"Boyacá",312,"Tunja","Municipio","Municipality",NA,NA
313,53,"COL","Colombia",6,"Boyacá",313,"Tunungua","Municipio","Municipality",NA,NA
314,53,"COL","Colombia",6,"Boyacá",314,"Turmequé","Municipio","Municipality",NA,NA
315,53,"COL","Colombia",6,"Boyacá",315,"Tuta","Municipio","Municipality",NA,NA
316,53,"COL","Colombia",6,"Boyacá",316,"Tutazá","Municipio","Municipality",NA,"Tutasa"
317,53,"COL","Colombia",6,"Boyacá",317,"Umbita","Municipio","Municipality",NA,NA
318,53,"COL","Colombia",6,"Boyacá",318,"Ventaquemada","Municipio","Municipality",NA,NA
319,53,"COL","Colombia",6,"Boyacá",319,"Villa de Leyva","Municipio","Municipality",NA,NA
320,53,"COL","Colombia",6,"Boyacá",320,"Viracachá","Municipio","Municipality",NA,NA
321,53,"COL","Colombia",6,"Boyacá",321,"Zetaquirá","Municipio","Municipality",NA,NA
322,53,"COL","Colombia",7,"Córdoba",322,"Ayapel","Municipio","Municipality",NA,NA
323,53,"COL","Colombia",7,"Córdoba",323,"Buenavista","Municipio","Municipality",NA,NA
324,53,"COL","Colombia",7,"Córdoba",324,"Canalete","Municipio","Municipality",NA,NA
325,53,"COL","Colombia",7,"Córdoba",325,"Cereté","Municipio","Municipality",NA,NA
326,53,"COL","Colombia",7,"Córdoba",326,"Chimá","Municipio","Municipality",NA,NA
327,53,"COL","Colombia",7,"Córdoba",327,"Chinú","Municipio","Municipality",NA,"Chiné"
328,53,"COL","Colombia",7,"Córdoba",328,"Ciénaga de Oro","Municipio","Municipality",NA,NA
329,53,"COL","Colombia",7,"Córdoba",329,"Los Córdobas","Municipio","Municipality",NA,NA
330,53,"COL","Colombia",7,"Córdoba",330,"Moñitos","Municipio","Municipality",NA,NA
331,53,"COL","Colombia",7,"Córdoba",331,"Momil","Municipio","Municipality",NA,NA
332,53,"COL","Colombia",7,"Córdoba",332,"Montelíbano","Municipio","Municipality",NA,NA
333,53,"COL","Colombia",7,"Córdoba",333,"Montería","Municipio","Municipality",NA,NA
334,53,"COL","Colombia",7,"Córdoba",334,"Planeta Rica","Municipio","Municipality",NA,NA
335,53,"COL","Colombia",7,"Córdoba",335,"Pueblo Nuevo","Municipio","Municipality",NA,NA
336,53,"COL","Colombia",7,"Córdoba",336,"Puerto Escondido","Municipio","Municipality",NA,NA
337,53,"COL","Colombia",7,"Córdoba",337,"Puerto Libertador","Municipio","Municipality",NA,"Puerto Libertado"
338,53,"COL","Colombia",7,"Córdoba",338,"Purísima","Municipio","Municipality",NA,NA
339,53,"COL","Colombia",7,"Córdoba",339,"San Andrés de Sotavento","Municipio","Municipality",NA,"San Andres De So"
340,53,"COL","Colombia",7,"Córdoba",340,"San Antero","Municipio","Municipality",NA,NA
341,53,"COL","Colombia",7,"Córdoba",341,"San Bernardino de Sahagún","Municipio","Municipality",NA,"Sahagun|Sahagún|Sahagén"
342,53,"COL","Colombia",7,"Córdoba",342,"San Bernardo del Viento","Municipio","Municipality",NA,NA
343,53,"COL","Colombia",7,"Córdoba",343,"San Carlos","Municipio","Municipality",NA,NA
344,53,"COL","Colombia",7,"Córdoba",344,"San Pelayo","Municipio","Municipality",NA,NA
345,53,"COL","Colombia",7,"Córdoba",345,"Santa Cruz de Lorica","Municipio","Municipality",NA,"Lorica"
346,53,"COL","Colombia",7,"Córdoba",346,"Tierralta","Municipio","Municipality",NA,NA
347,53,"COL","Colombia",7,"Córdoba",347,"Valencia","Municipio","Municipality",NA,NA
348,53,"COL","Colombia",8,"Caldas",348,"Aguadas","Municipio","Municipality",NA,NA
349,53,"COL","Colombia",8,"Caldas",349,"Anserma","Municipio","Municipality",NA,NA
350,53,"COL","Colombia",8,"Caldas",350,"Aranzazú","Municipio","Municipality",NA,"Aranzazé"
351,53,"COL","Colombia",8,"Caldas",351,"Belalcázar","Municipio","Municipality",NA,NA
352,53,"COL","Colombia",8,"Caldas",352,"Chinchiná","Municipio","Municipality",NA,NA
353,53,"COL","Colombia",8,"Caldas",353,"Filadelfia","Municipio","Municipality",NA,NA
354,53,"COL","Colombia",8,"Caldas",354,"La Dorada","Municipio","Municipality",NA,NA
355,53,"COL","Colombia",8,"Caldas",355,"La Merced","Municipio","Municipality",NA,NA
356,53,"COL","Colombia",8,"Caldas",356,"Manizales","Municipio","Municipality",NA,NA
357,53,"COL","Colombia",8,"Caldas",357,"Manzanares","Municipio","Municipality",NA,NA
358,53,"COL","Colombia",8,"Caldas",358,"Marmato","Municipio","Municipality",NA,NA
359,53,"COL","Colombia",8,"Caldas",359,"Marquetalia","Municipio","Municipality",NA,NA
360,53,"COL","Colombia",8,"Caldas",360,"Marulanda","Municipio","Municipality",NA,NA
361,53,"COL","Colombia",8,"Caldas",361,"Neira","Municipio","Municipality",NA,NA
362,53,"COL","Colombia",8,"Caldas",362,"Pácora","Municipio","Municipality",NA,NA
363,53,"COL","Colombia",8,"Caldas",363,"Palestina","Municipio","Municipality",NA,NA
364,53,"COL","Colombia",8,"Caldas",364,"Pensilvania","Municipio","Municipality",NA,NA
365,53,"COL","Colombia",8,"Caldas",365,"Riosucio","Municipio","Municipality",NA,NA
366,53,"COL","Colombia",8,"Caldas",366,"Risaralda","Municipio","Municipality",NA,NA
367,53,"COL","Colombia",8,"Caldas",367,"Salamina","Municipio","Municipality",NA,NA
368,53,"COL","Colombia",8,"Caldas",368,"Samaná","Municipio","Municipality",NA,NA
369,53,"COL","Colombia",8,"Caldas",369,"Supía","Municipio","Municipality",NA,NA
370,53,"COL","Colombia",8,"Caldas",370,"Victoria","Municipio","Municipality",NA,NA
371,53,"COL","Colombia",8,"Caldas",371,"Villamaría","Municipio","Municipality",NA,NA
372,53,"COL","Colombia",8,"Caldas",372,"Viterbo","Municipio","Municipality",NA,NA
373,53,"COL","Colombia",9,"Caquetá",373,"Albania","Municipio","Municipality",NA,NA
374,53,"COL","Colombia",9,"Caquetá",374,"Belén de los Andaquies","Municipio","Municipality",NA,NA
375,53,"COL","Colombia",9,"Caquetá",375,"Cartagena del Chairá","Municipio","Municipality",NA,NA
376,53,"COL","Colombia",9,"Caquetá",376,"Curillo","Municipio","Municipality",NA,NA
377,53,"COL","Colombia",9,"Caquetá",377,"El Doncello","Municipio","Municipality",NA,NA
378,53,"COL","Colombia",9,"Caquetá",378,"El Paujíl","Municipio","Municipality",NA,NA
379,53,"COL","Colombia",9,"Caquetá",379,"Florencia","Municipio","Municipality",NA,NA
380,53,"COL","Colombia",9,"Caquetá",380,"La Montañita","Municipio","Municipality",NA,NA
381,53,"COL","Colombia",9,"Caquetá",381,"Milán","Municipio","Municipality",NA,NA
382,53,"COL","Colombia",9,"Caquetá",382,"Morelia","Municipio","Municipality",NA,NA
383,53,"COL","Colombia",9,"Caquetá",383,"Puerto Rico","Municipio","Municipality",NA,NA
384,53,"COL","Colombia",9,"Caquetá",384,"San José del Fragua","Municipio","Municipality",NA,"San Jose De Frag"
385,53,"COL","Colombia",9,"Caquetá",385,"San Vicente del Caguán","Municipio","Municipality",NA,NA
386,53,"COL","Colombia",9,"Caquetá",386,"Solano","Municipio","Municipality",NA,NA
387,53,"COL","Colombia",9,"Caquetá",387,"Valparaíso","Municipio","Municipality",NA,NA
388,53,"COL","Colombia",10,"Casanare",388,"Aguazul","Municipio","Municipality",NA,NA
389,53,"COL","Colombia",10,"Casanare",389,"Chámeza","Municipio","Municipality",NA,NA
390,53,"COL","Colombia",10,"Casanare",390,"Hato Corozal","Municipio","Municipality",NA,NA
391,53,"COL","Colombia",10,"Casanare",391,"La Salina","Municipio","Municipality",NA,NA
392,53,"COL","Colombia",10,"Casanare",392,"Maní","Municipio","Municipality",NA,NA
393,53,"COL","Colombia",10,"Casanare",393,"Monterrey","Municipio","Municipality",NA,NA
394,53,"COL","Colombia",10,"Casanare",394,"Nunchía","Municipio","Municipality",NA,NA
395,53,"COL","Colombia",10,"Casanare",395,"Orocué","Municipio","Municipality",NA,NA
396,53,"COL","Colombia",10,"Casanare",396,"Paz de Ariporo","Municipio","Municipality",NA,NA
397,53,"COL","Colombia",10,"Casanare",397,"Pore","Municipio","Municipality",NA,NA
398,53,"COL","Colombia",10,"Casanare",398,"Recetor","Municipio","Municipality",NA,NA
399,53,"COL","Colombia",10,"Casanare",399,"Sácama","Municipio","Municipality",NA,NA
400,53,"COL","Colombia",10,"Casanare",400,"Sabanalarga","Municipio","Municipality",NA,NA
401,53,"COL","Colombia",10,"Casanare",401,"San Luis de Palenque","Municipio","Municipality",NA,"San Luis De Pale"
402,53,"COL","Colombia",10,"Casanare",402,"Támara","Municipio","Municipality",NA,NA
403,53,"COL","Colombia",10,"Casanare",403,"Tauramena","Municipio","Municipality",NA,NA
404,53,"COL","Colombia",10,"Casanare",404,"Trinidad","Municipio","Municipality",NA,NA
405,53,"COL","Colombia",10,"Casanare",405,"Villanueva","Municipio","Municipality",NA,NA
406,53,"COL","Colombia",10,"Casanare",406,"Yopal","Municipio","Municipality",NA,NA
407,53,"COL","Colombia",11,"Cauca",407,"Almaguer","Municipio","Municipality",NA,NA
408,53,"COL","Colombia",11,"Cauca",408,"Argelia","Municipio","Municipality",NA,NA
409,53,"COL","Colombia",11,"Cauca",409,"Balboa","Municipio","Municipality",NA,NA
410,53,"COL","Colombia",11,"Cauca",410,"Bolívar","Municipio","Municipality",NA,NA
411,53,"COL","Colombia",11,"Cauca",411,"Buenos Aires","Municipio","Municipality",NA,NA
412,53,"COL","Colombia",11,"Cauca",412,"Cajibío","Municipio","Municipality",NA,NA
413,53,"COL","Colombia",11,"Cauca",413,"Caldonó","Municipio","Municipality",NA,NA
414,53,"COL","Colombia",11,"Cauca",414,"Caloto","Municipio","Municipality",NA,NA
415,53,"COL","Colombia",11,"Cauca",415,"Corinto","Municipio","Municipality",NA,NA
416,53,"COL","Colombia",11,"Cauca",416,"El Tambo","Municipio","Municipality",NA,NA
417,53,"COL","Colombia",11,"Cauca",417,"Florencia","Municipio","Municipality",NA,NA
418,53,"COL","Colombia",11,"Cauca",418,"Guapí","Municipio","Municipality",NA,NA
419,53,"COL","Colombia",11,"Cauca",419,"Inzá","Municipio","Municipality",NA,NA
420,53,"COL","Colombia",11,"Cauca",420,"Jambaló","Municipio","Municipality",NA,NA
421,53,"COL","Colombia",11,"Cauca",421,"La Sierra","Municipio","Municipality",NA,NA
422,53,"COL","Colombia",11,"Cauca",422,"La Vega","Municipio","Municipality",NA,NA
423,53,"COL","Colombia",11,"Cauca",423,"López de Micay","Municipio","Municipality",NA,"López"
424,53,"COL","Colombia",11,"Cauca",424,"Mercaderes","Municipio","Municipality",NA,NA
425,53,"COL","Colombia",11,"Cauca",425,"Miranda","Municipio","Municipality",NA,NA
426,53,"COL","Colombia",11,"Cauca",426,"Morales","Municipio","Municipality",NA,NA
427,53,"COL","Colombia",11,"Cauca",427,"Páez","Municipio","Municipality",NA,NA
428,53,"COL","Colombia",11,"Cauca",428,"Padilla","Municipio","Municipality",NA,NA
429,53,"COL","Colombia",11,"Cauca",429,"Patía","Municipio","Municipality",NA,"El Bordo"
430,53,"COL","Colombia",11,"Cauca",430,"Piendamó","Municipio","Municipality",NA,NA
431,53,"COL","Colombia",11,"Cauca",431,"Popayán","Municipio","Municipality",NA,NA
432,53,"COL","Colombia",11,"Cauca",432,"Puerto Tejada","Municipio","Municipality",NA,NA
433,53,"COL","Colombia",11,"Cauca",433,"Puracé","Municipio","Municipality",NA,NA
434,53,"COL","Colombia",11,"Cauca",434,"Rosas","Municipio","Municipality",NA,NA
435,53,"COL","Colombia",11,"Cauca",435,"San Sebastián","Municipio","Municipality",NA,NA
436,53,"COL","Colombia",11,"Cauca",436,"Santa Rosa","Municipio","Municipality",NA,NA
437,53,"COL","Colombia",11,"Cauca",437,"Santander de Quilichao","Municipio","Municipality",NA,NA
438,53,"COL","Colombia",11,"Cauca",438,"Silvia","Municipio","Municipality",NA,NA
439,53,"COL","Colombia",11,"Cauca",439,"Sotará","Municipio","Municipality",NA,NA
440,53,"COL","Colombia",11,"Cauca",440,"Suárez","Municipio","Municipality",NA,NA
441,53,"COL","Colombia",11,"Cauca",441,"Timbío","Municipio","Municipality",NA,NA
442,53,"COL","Colombia",11,"Cauca",442,"Timbiquí","Municipio","Municipality",NA,NA
443,53,"COL","Colombia",11,"Cauca",443,"Toribío","Municipio","Municipality",NA,NA
444,53,"COL","Colombia",11,"Cauca",444,"Totoró","Municipio","Municipality",NA,NA
445,53,"COL","Colombia",12,"Cesar",445,"Aguachica","Municipio","Municipality",NA,NA
446,53,"COL","Colombia",12,"Cesar",446,"Agustín Codazzi","Municipio","Municipality",NA,NA
447,53,"COL","Colombia",12,"Cesar",447,"Astrea","Municipio","Municipality",NA,NA
448,53,"COL","Colombia",12,"Cesar",448,"Becerril","Municipio","Municipality",NA,NA
449,53,"COL","Colombia",12,"Cesar",449,"Bosconia","Municipio","Municipality",NA,NA
450,53,"COL","Colombia",12,"Cesar",450,"Chimichagua","Municipio","Municipality",NA,NA
451,53,"COL","Colombia",12,"Cesar",451,"Chiriguaná","Municipio","Municipality",NA,NA
452,53,"COL","Colombia",12,"Cesar",452,"Curumaní","Municipio","Municipality",NA,NA
453,53,"COL","Colombia",12,"Cesar",453,"El Copey","Municipio","Municipality",NA,NA
454,53,"COL","Colombia",12,"Cesar",454,"El Paso","Municipio","Municipality",NA,NA
455,53,"COL","Colombia",12,"Cesar",455,"Gamarra","Municipio","Municipality",NA,NA
456,53,"COL","Colombia",12,"Cesar",456,"González","Municipio","Municipality",NA,NA
457,53,"COL","Colombia",12,"Cesar",457,"La Gloria","Municipio","Municipality",NA,NA
458,53,"COL","Colombia",12,"Cesar",458,"La Jagua de Ibirico","Municipio","Municipality",NA,"La Jagua De Irib"
459,53,"COL","Colombia",12,"Cesar",459,"La Paz","Municipio","Municipality",NA,NA
460,53,"COL","Colombia",12,"Cesar",460,"Manaure","Municipio","Municipality",NA,"Manaure Balcon D|Balcón del Cesar"
461,53,"COL","Colombia",12,"Cesar",461,"Pailitas","Municipio","Municipality",NA,NA
462,53,"COL","Colombia",12,"Cesar",462,"Pelaya","Municipio","Municipality",NA,NA
463,53,"COL","Colombia",12,"Cesar",463,"Río de Oro","Municipio","Municipality",NA,NA
464,53,"COL","Colombia",12,"Cesar",464,"San Alberto","Municipio","Municipality",NA,NA
465,53,"COL","Colombia",12,"Cesar",465,"San Diego","Municipio","Municipality",NA,NA
466,53,"COL","Colombia",12,"Cesar",466,"San Martín","Municipio","Municipality",NA,NA
467,53,"COL","Colombia",12,"Cesar",467,"Tamalameque","Municipio","Municipality",NA,NA
468,53,"COL","Colombia",12,"Cesar",468,"Valledupar","Municipio","Municipality",NA,NA
469,53,"COL","Colombia",13,"Chocó",469,"Acandí","Municipio","Municipality",NA,NA
470,53,"COL","Colombia",13,"Chocó",470,"Alto Baudó","Municipio","Municipality",NA,"Pie de Pato"
471,53,"COL","Colombia",13,"Chocó",471,"Bagadó","Municipio","Municipality",NA,NA
472,53,"COL","Colombia",13,"Chocó",472,"Bahía Solano",NA,NA,NA,NA
473,53,"COL","Colombia",13,"Chocó",473,"Bajo Baudó",NA,NA,NA,"Piza|Pizarro"
474,53,"COL","Colombia",13,"Chocó",474,"Bojayá","Municipio","Municipality",NA,NA
475,53,"COL","Colombia",13,"Chocó",475,"Condoto","Municipio","Municipality",NA,NA
476,53,"COL","Colombia",13,"Chocó",476,"El Cantón del San Pablo","Municipio","Municipality",NA,"San Pablo"
477,53,"COL","Colombia",13,"Chocó",477,"El Carmen de Atrato","Municipio","Municipality",NA,"El Carmen"
478,53,"COL","Colombia",13,"Chocó",478,"El Litoral del San Juan","Municipio","Municipality",NA,"Litoral Del San Juan"
479,53,"COL","Colombia",13,"Chocó",479,"Istmina","Municipio","Municipality",NA,NA
480,53,"COL","Colombia",13,"Chocó",480,"Juradó","Municipio","Municipality",NA,NA
481,53,"COL","Colombia",13,"Chocó",481,"Lloró","Municipio","Municipality",NA,NA
482,53,"COL","Colombia",13,"Chocó",482,"Novita","Municipio","Municipality",NA,NA
483,53,"COL","Colombia",13,"Chocó",483,"Nuquí","Municipio","Municipality",NA,NA
484,53,"COL","Colombia",13,"Chocó",484,"Quibdó","Municipio","Municipality",NA,NA
485,53,"COL","Colombia",13,"Chocó",485,"Riosucio","Municipio","Municipality",NA,NA
486,53,"COL","Colombia",13,"Chocó",486,"San José del Palmar","Municipio","Municipality",NA,"San Jose Del Pal"
487,53,"COL","Colombia",13,"Chocó",487,"Sipí","Municipio","Municipality",NA,NA
488,53,"COL","Colombia",13,"Chocó",488,"Tadó","Municipio","Municipality",NA,NA
489,53,"COL","Colombia",13,"Chocó",489,"Unguía","Municipio","Municipality",NA,NA
490,53,"COL","Colombia",14,"Cundinamarca",490,"Agua de Dios","Municipio","Municipality",NA,NA
491,53,"COL","Colombia",14,"Cundinamarca",491,"Albán","Municipio","Municipality",NA,NA
492,53,"COL","Colombia",14,"Cundinamarca",492,"Anapoima","Municipio","Municipality",NA,NA
493,53,"COL","Colombia",14,"Cundinamarca",493,"Anolaima","Municipio","Municipality",NA,NA
494,53,"COL","Colombia",14,"Cundinamarca",494,"Apulo","Municipio","Municipality",NA,"Rafael Re"
495,53,"COL","Colombia",14,"Cundinamarca",495,"Arbeláez","Municipio","Municipality",NA,NA
496,53,"COL","Colombia",14,"Cundinamarca",496,"Beltrán","Municipio","Municipality",NA,NA
497,53,"COL","Colombia",14,"Cundinamarca",497,"Bituima","Municipio","Municipality",NA,NA
498,53,"COL","Colombia",14,"Cundinamarca",498,"Bojacá","Municipio","Municipality",NA,NA
499,53,"COL","Colombia",14,"Cundinamarca",499,"Cáqueza","Municipio","Municipality",NA,NA
500,53,"COL","Colombia",14,"Cundinamarca",500,"Cabrera","Municipio","Municipality",NA,NA
501,53,"COL","Colombia",14,"Cundinamarca",501,"Cachipay","Municipio","Municipality",NA,NA
502,53,"COL","Colombia",14,"Cundinamarca",502,"Cajicá","Municipio","Municipality",NA,NA
503,53,"COL","Colombia",14,"Cundinamarca",503,"Caparrapí","Municipio","Municipality",NA,NA
504,53,"COL","Colombia",14,"Cundinamarca",504,"Carmen de Carupa","Municipio","Municipality",NA,NA
505,53,"COL","Colombia",14,"Cundinamarca",505,"Chía","Municipio","Municipality",NA,NA
506,53,"COL","Colombia",14,"Cundinamarca",506,"Chaguaní","Municipio","Municipality",NA,NA
507,53,"COL","Colombia",14,"Cundinamarca",507,"Chipaque","Municipio","Municipality",NA,NA
508,53,"COL","Colombia",14,"Cundinamarca",508,"Choachí","Municipio","Municipality",NA,NA
509,53,"COL","Colombia",14,"Cundinamarca",509,"Chocontá","Municipio","Municipality",NA,NA
510,53,"COL","Colombia",14,"Cundinamarca",510,"Cogua","Municipio","Municipality",NA,NA
511,53,"COL","Colombia",14,"Cundinamarca",511,"Cota","Municipio","Municipality",NA,NA
512,53,"COL","Colombia",14,"Cundinamarca",512,"Cucunubá","Municipio","Municipality",NA,NA
513,53,"COL","Colombia",14,"Cundinamarca",513,"El Colegio","Municipio","Municipality",NA,NA
514,53,"COL","Colombia",14,"Cundinamarca",514,"El Peñon","Municipio","Municipality",NA,NA
515,53,"COL","Colombia",14,"Cundinamarca",515,"Fómeque","Municipio","Municipality",NA,NA
516,53,"COL","Colombia",14,"Cundinamarca",516,"Facatativá","Municipio","Municipality",NA,NA
517,53,"COL","Colombia",14,"Cundinamarca",517,"Fúquene","Municipio","Municipality",NA,"Féquene"
518,53,"COL","Colombia",14,"Cundinamarca",518,"Fosca","Municipio","Municipality",NA,NA
519,53,"COL","Colombia",14,"Cundinamarca",519,"Funza","Municipio","Municipality",NA,NA
520,53,"COL","Colombia",14,"Cundinamarca",520,"Fusagasugá","Municipio","Municipality",NA,NA
521,53,"COL","Colombia",14,"Cundinamarca",521,"Gachalá","Municipio","Municipality",NA,NA
522,53,"COL","Colombia",14,"Cundinamarca",522,"Gachancipá","Municipio","Municipality",NA,NA
523,53,"COL","Colombia",14,"Cundinamarca",523,"Gachetá","Municipio","Municipality",NA,NA
524,53,"COL","Colombia",14,"Cundinamarca",524,"Gama","Municipio","Municipality",NA,NA
525,53,"COL","Colombia",14,"Cundinamarca",525,"Girardot","Municipio","Municipality",NA,NA
526,53,"COL","Colombia",14,"Cundinamarca",526,"Guachetá","Municipio","Municipality",NA,NA
527,53,"COL","Colombia",14,"Cundinamarca",527,"Guaduas","Municipio","Municipality",NA,NA
528,53,"COL","Colombia",14,"Cundinamarca",528,"Guasca","Municipio","Municipality",NA,NA
529,53,"COL","Colombia",14,"Cundinamarca",529,"Guataquí","Municipio","Municipality",NA,NA
530,53,"COL","Colombia",14,"Cundinamarca",530,"Guatavita","Municipio","Municipality",NA,NA
531,53,"COL","Colombia",14,"Cundinamarca",531,"Guayabal de Síquima","Municipio","Municipality",NA,"Guayabal De Siqu"
532,53,"COL","Colombia",14,"Cundinamarca",532,"Guayabetal","Municipio","Municipality",NA,NA
533,53,"COL","Colombia",14,"Cundinamarca",533,"Gutiérrez","Municipio","Municipality",NA,NA
534,53,"COL","Colombia",14,"Cundinamarca",534,"Jerusalén","Municipio","Municipality",NA,NA
535,53,"COL","Colombia",14,"Cundinamarca",535,"Junín","Municipio","Municipality",NA,NA
536,53,"COL","Colombia",14,"Cundinamarca",536,"La Calera","Municipio","Municipality",NA,NA
537,53,"COL","Colombia",14,"Cundinamarca",537,"La Mesa","Municipio","Municipality",NA,NA
538,53,"COL","Colombia",14,"Cundinamarca",538,"La Palma","Municipio","Municipality",NA,NA
539,53,"COL","Colombia",14,"Cundinamarca",539,"La Peña","Municipio","Municipality",NA,NA
540,53,"COL","Colombia",14,"Cundinamarca",540,"La Vega","Municipio","Municipality",NA,NA
541,53,"COL","Colombia",14,"Cundinamarca",541,"Lenguazaque","Municipio","Municipality",NA,NA
542,53,"COL","Colombia",14,"Cundinamarca",542,"Machetá","Municipio","Municipality",NA,NA
543,53,"COL","Colombia",14,"Cundinamarca",543,"Madrid","Municipio","Municipality",NA,NA
544,53,"COL","Colombia",14,"Cundinamarca",544,"Manta","Municipio","Municipality",NA,NA
545,53,"COL","Colombia",14,"Cundinamarca",545,"Medina","Municipio","Municipality",NA,NA
546,53,"COL","Colombia",14,"Cundinamarca",546,"Mosquera","Municipio","Municipality",NA,NA
547,53,"COL","Colombia",14,"Cundinamarca",547,"Nariño","Municipio","Municipality",NA,NA
548,53,"COL","Colombia",14,"Cundinamarca",548,"Nemocón","Municipio","Municipality",NA,NA
549,53,"COL","Colombia",14,"Cundinamarca",549,"Nilo","Municipio","Municipality",NA,NA
550,53,"COL","Colombia",14,"Cundinamarca",550,"Nimaima","Municipio","Municipality",NA,NA
551,53,"COL","Colombia",14,"Cundinamarca",551,"Nocaima","Municipio","Municipality",NA,NA
552,53,"COL","Colombia",14,"Cundinamarca",552,"Pacho","Municipio","Municipality",NA,NA
553,53,"COL","Colombia",14,"Cundinamarca",553,"Paime","Municipio","Municipality",NA,NA
554,53,"COL","Colombia",14,"Cundinamarca",554,"Pandi","Municipio","Municipality",NA,NA
555,53,"COL","Colombia",14,"Cundinamarca",555,"Paratebueno","Municipio","Municipality",NA,NA
556,53,"COL","Colombia",14,"Cundinamarca",556,"Pasca","Municipio","Municipality",NA,NA
557,53,"COL","Colombia",14,"Cundinamarca",557,"Puerto Salgar","Municipio","Municipality",NA,NA
558,53,"COL","Colombia",14,"Cundinamarca",558,"Pulí","Municipio","Municipality",NA,NA
559,53,"COL","Colombia",14,"Cundinamarca",559,"Quebradanegra","Municipio","Municipality",NA,NA
560,53,"COL","Colombia",14,"Cundinamarca",560,"Quetame","Municipio","Municipality",NA,NA
561,53,"COL","Colombia",14,"Cundinamarca",561,"Quipile","Municipio","Municipality",NA,NA
562,53,"COL","Colombia",14,"Cundinamarca",562,"Ricaurte","Municipio","Municipality",NA,NA
563,53,"COL","Colombia",14,"Cundinamarca",563,"San Antonio del Tequendama","Municipio","Municipality",NA,"San Antonio Del"
564,53,"COL","Colombia",14,"Cundinamarca",564,"San Bernardo","Municipio","Municipality",NA,NA
565,53,"COL","Colombia",14,"Cundinamarca",565,"San Cayetano","Municipio","Municipality",NA,NA
566,53,"COL","Colombia",14,"Cundinamarca",566,"San Francisco","Municipio","Municipality",NA,NA
567,53,"COL","Colombia",14,"Cundinamarca",567,"San Juan de Río Seco","Municipio","Municipality",NA,"San Juan De Rio"
568,53,"COL","Colombia",14,"Cundinamarca",568,"Santafé de Bogotá",NA,NA,NA,NA
569,53,"COL","Colombia",14,"Cundinamarca",569,"Sasaima","Municipio","Municipality",NA,NA
570,53,"COL","Colombia",14,"Cundinamarca",570,"Sesquilé","Municipio","Municipality",NA,NA
571,53,"COL","Colombia",14,"Cundinamarca",571,"Sibaté","Municipio","Municipality",NA,NA
572,53,"COL","Colombia",14,"Cundinamarca",572,"Silvania","Municipio","Municipality",NA,NA
573,53,"COL","Colombia",14,"Cundinamarca",573,"Simijaca","Municipio","Municipality",NA,NA
574,53,"COL","Colombia",14,"Cundinamarca",574,"Soacha","Municipio","Municipality",NA,NA
575,53,"COL","Colombia",14,"Cundinamarca",575,"Sopó","Municipio","Municipality",NA,NA
576,53,"COL","Colombia",14,"Cundinamarca",576,"Subachoque","Municipio","Municipality",NA,NA
577,53,"COL","Colombia",14,"Cundinamarca",577,"Suesca","Municipio","Municipality",NA,NA
